date,L_1,L_2,L_3,L_4,L_5,P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,P_10,P_11,P_12,P_13,P_14,P_15,P_16,P_17,P_18,P_19,P_20,P_21,P_22,P_23,P_24,P_25,P_26,P_27,P_28,P_29,P_30,P_31,P_32,P_33,P_34,P_35,P_36,P_37,P_38,P_39
9/15/2015,3,9,13,21,34,2,0,2,1,2,0,0,0,3,0,0,0,1,0,0,0,2,0,0,2,1,0,0,0,1,0,1,0,2,0,2,0,1,3,2,1,0,0,1
9/16/2015,3,6,11,15,38,0,1,4,0,0,3,1,2,0,0,2,1,1,1,1,0,1,0,1,2,0,1,0,1,0,1,1,0,2,0,0,0,0,1,0,0,1,1,0
9/17/2015,6,16,26,29,32,1,1,0,0,0,1,1,1,1,1,1,0,2,1,0,2,0,0,0,1,0,1,2,0,1,1,1,1,2,2,0,2,1,0,0,0,2,0,0
9/18/2015,8,18,28,34,39,1,1,0,1,0,0,0,2,2,0,0,0,1,1,0,2,2,1,0,2,1,0,0,2,0,0,1,1,0,0,1,1,0,2,0,1,1,1,2
9/19/2015,4,5,7,24,26,1,1,1,2,1,0,1,0,0,1,0,0,1,0,1,0,0,2,1,0,2,0,0,2,2,1,0,2,0,1,0,0,2,1,2,0,1,1,0
9/20/2015,1,5,28,29,36,2,0,0,2,2,0,0,1,1,1,0,0,1,0,0,3,2,0,1,0,2,1,0,0,0,0,1,2,2,0,0,2,0,2,0,1,0,0,1
9/21/2015,5,12,20,28,29,0,1,0,0,2,1,1,0,1,0,0,1,2,0,0,0,1,0,2,2,1,0,1,0,1,0,0,1,3,3,0,1,0,1,0,0,0,3,1
9/22/2015,8,12,20,22,35,1,0,0,1,1,0,1,1,1,2,0,1,0,2,1,1,0,0,2,1,0,2,2,0,2,2,1,0,0,0,0,1,0,1,1,0,2,0,0
9/23/2015,7,21,27,30,31,1,0,1,1,1,1,2,1,2,0,0,1,1,1,0,0,0,1,0,1,3,0,1,0,0,1,1,0,2,3,2,1,0,1,0,0,0,0,0
9/24/2015,4,15,26,37,39,0,0,1,3,1,3,1,0,0,1,2,0,1,0,1,0,0,1,0,0,0,1,0,1,0,3,0,0,2,0,0,1,1,1,1,1,2,0,1
9/25/2015,9,10,15,16,32,1,0,0,0,1,1,2,3,1,2,0,0,1,0,1,2,2,1,1,0,0,0,1,1,0,0,0,1,0,2,0,1,0,1,1,0,3,0,0
9/26/2015,13,34,36,37,39,1,0,0,1,0,0,1,0,0,1,0,2,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,2,0,1,2,0,2,2,1,1,3,2,2
9/27/2015,12,18,21,26,34,0,0,0,0,1,1,1,2,0,1,2,1,1,0,1,0,1,1,0,0,2,1,1,4,1,1,2,0,1,0,0,0,1,1,0,1,0,0,1
9/28/2015,2,17,23,28,36,1,2,0,4,1,1,0,1,1,0,0,0,0,0,1,1,2,0,0,0,2,0,1,1,0,1,0,1,0,2,0,1,1,1,1,1,0,1,1
9/29/2015,8,10,16,20,36,0,0,0,0,0,0,0,2,2,1,2,0,0,1,1,1,1,2,1,1,0,2,2,0,0,0,0,1,1,0,1,1,0,1,0,3,1,2,0
9/30/2015,2,8,17,29,32,0,2,0,2,2,0,0,1,1,1,2,1,1,0,0,0,3,0,0,0,0,1,0,0,1,0,1,1,2,1,1,1,2,1,0,0,1,1,0
10/1/2015,12,16,19,29,37,0,0,1,0,0,0,1,0,1,0,0,2,0,1,2,1,0,0,3,0,0,1,1,1,0,0,0,1,1,0,1,4,3,0,2,1,2,0,0
10/2/2015,9,10,12,23,39,2,0,0,1,0,1,0,1,1,3,0,2,0,0,0,1,3,1,2,1,1,0,1,0,1,2,0,0,1,0,0,0,0,0,0,1,2,1,1
10/3/2015,4,12,16,24,30,0,2,2,2,2,0,0,1,1,0,0,2,0,0,1,3,0,0,0,1,1,1,1,1,1,1,0,1,1,4,1,0,0,0,0,0,0,0,0
10/4/2015,3,5,20,21,24,1,1,1,0,1,0,0,1,1,0,0,0,1,0,2,0,0,0,1,2,2,1,1,2,1,1,1,0,1,2,0,2,0,1,1,1,1,0,0
10/5/2015,1,2,33,35,36,1,1,1,0,1,0,1,3,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,3,2,0,1,1
10/6/2015,9,12,18,19,25,0,1,0,1,0,1,1,1,2,1,1,2,1,1,1,0,2,3,3,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,2,0,0
10/7/2015,5,10,11,26,31,1,0,1,0,2,0,1,0,0,3,1,1,1,2,1,0,0,0,0,2,0,0,1,0,1,1,1,0,3,1,1,0,0,2,2,0,0,0,1
10/8/2015,3,23,24,25,36,1,1,3,1,0,1,0,1,0,0,1,0,1,2,1,1,1,0,0,0,1,1,1,1,2,1,0,0,1,0,0,0,0,0,3,1,1,0,2
10/9/2015,4,6,13,34,37,1,0,3,2,0,2,2,0,0,1,0,1,2,2,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,2,0,1,1,0,1,2,1
10/10/2015,15,22,30,31,33,2,0,1,0,0,2,1,1,1,1,0,0,0,0,1,1,2,1,0,2,0,2,1,0,0,0,0,0,1,1,1,1,2,0,3,0,1,0,1
10/11/2015,3,14,22,25,37,0,1,2,0,0,0,0,0,2,0,0,1,0,1,0,2,1,1,0,2,1,2,1,1,1,1,0,0,1,1,1,1,0,2,2,0,1,0,1
10/12/2015,4,5,10,18,19,0,0,0,2,1,2,0,0,1,2,1,0,1,2,1,2,0,2,1,1,1,1,1,0,0,0,2,0,0,1,2,0,1,0,2,0,0,0,0
10/13/2015,3,21,34,35,36,0,1,3,1,0,0,1,0,0,0,1,2,2,0,0,1,0,0,2,0,1,0,0,1,1,0,1,2,1,0,1,0,1,1,2,3,0,0,1
10/14/2015,7,8,16,21,24,1,0,1,0,1,0,3,1,0,1,0,1,1,0,1,1,1,1,1,2,2,0,0,3,0,0,1,1,0,1,1,0,0,0,0,2,1,0,1
10/15/2015,2,12,29,32,34,1,1,1,0,0,2,2,0,1,2,1,1,1,0,1,1,1,0,0,0,0,0,1,2,1,2,0,0,1,1,0,1,1,2,0,1,0,1,0
10/16/2015,6,7,16,18,25,1,0,0,1,0,1,2,1,0,3,0,0,1,1,0,1,0,1,1,1,1,1,1,2,2,0,1,0,2,0,0,1,0,2,0,0,0,0,2
10/17/2015,1,7,10,23,38,1,0,1,0,0,0,4,1,0,3,0,0,1,1,0,2,0,0,0,0,2,1,1,1,1,0,1,1,0,1,0,1,0,2,0,1,0,2,1
10/18/2015,2,6,10,30,34,0,3,1,0,0,2,1,0,2,2,1,1,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,1,3,0,0,0,2,0,1,1,2,1
10/19/2015,9,12,27,33,34,0,0,0,2,0,0,1,0,2,0,3,1,0,0,1,0,0,2,1,0,1,1,0,0,0,0,2,1,1,0,1,1,2,1,1,1,3,1,0
10/20/2015,14,27,31,35,37,0,0,0,0,0,1,2,0,2,1,1,1,0,2,1,0,1,2,0,0,0,0,0,2,1,0,2,0,1,0,3,1,1,0,1,0,2,1,1
10/21/2015,4,8,14,28,36,2,0,1,1,1,0,1,4,0,0,0,2,0,1,0,1,1,0,1,1,2,0,1,1,1,0,1,1,1,0,0,0,0,0,2,2,0,1,0
10/22/2015,10,12,17,35,36,1,1,0,1,1,0,1,0,1,2,0,2,0,0,0,0,2,0,0,1,1,1,0,1,1,1,1,0,2,2,0,1,0,2,1,1,0,1,1
10/23/2015,4,14,17,19,21,1,2,0,1,1,2,0,0,1,0,1,2,1,2,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,2,1,1,0,0,1,0,1,1,0
10/24/2015,2,14,23,32,33,0,3,0,2,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,3,1,0,1,3,2,0,1,1,1,0,1
10/25/2015,2,23,28,31,37,1,2,1,1,1,2,0,1,0,1,0,0,0,1,0,2,0,2,1,1,1,0,1,0,1,0,0,2,0,1,2,1,0,1,0,0,1,2,0
10/26/2015,5,12,27,32,38,1,0,0,3,1,1,1,0,0,1,0,2,1,0,1,0,0,0,0,0,0,1,0,1,2,0,3,1,0,1,1,3,0,0,0,2,0,2,1
10/27/2015,1,13,19,28,29,1,1,1,1,1,0,0,0,1,1,2,2,1,1,0,1,1,0,2,0,0,1,1,2,0,0,1,2,1,0,0,0,1,1,0,0,1,2,0
10/28/2015,2,7,14,26,38,1,2,1,0,0,3,3,2,2,0,0,0,1,1,1,0,0,0,2,0,0,0,1,0,2,1,0,1,0,1,2,0,0,0,1,1,0,1,0
10/29/2015,3,4,17,29,36,0,0,1,2,1,0,0,2,0,2,1,0,0,1,0,0,1,0,0,0,1,1,0,1,2,0,0,0,1,0,2,0,2,0,1,3,1,2,2
10/30/2015,8,13,26,27,34,1,1,1,2,0,2,0,1,1,2,1,1,1,0,1,0,2,0,2,1,1,0,0,1,0,1,2,0,0,0,1,2,1,1,0,0,0,0,0
10/31/2015,1,6,8,11,38,1,0,1,0,0,2,1,2,2,3,1,2,0,2,0,2,1,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,1,1
11/1/2015,17,34,35,38,39,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,1,2,0,0,2,1,2,0,1,2,0,1,0,0,1,1,1,0,2,2,0,0,3,2
11/2/2015,2,8,14,36,37,0,2,0,1,1,0,2,1,0,0,1,1,1,2,2,1,0,2,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0,1,3,0,2
11/3/2015,1,10,13,23,30,1,1,0,1,1,1,0,0,1,1,1,1,2,1,1,1,1,1,1,0,1,1,4,0,0,0,3,0,1,1,0,0,0,0,1,0,1,0,0
11/4/2015,6,21,27,31,37,2,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,2,1,1,2,1,0,1,2,1,2,0,0,1,1,1,2,0,1,1,0,0
11/5/2015,12,17,23,30,38,1,3,0,0,1,2,0,2,0,0,3,1,0,0,0,0,1,1,1,0,1,0,3,0,0,0,0,2,0,1,2,0,0,0,1,1,0,1,2
11/6/2015,8,14,18,19,31,0,0,1,2,1,0,0,3,1,0,0,1,1,3,0,1,2,1,1,4,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,3,1,0
11/7/2015,19,22,31,35,36,0,1,0,0,0,1,0,0,1,0,0,2,0,1,1,1,1,1,1,0,0,2,0,2,0,0,1,1,2,0,1,1,1,1,1,3,2,0,1
11/8/2015,12,20,21,36,39,2,1,1,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,2,3,0,0,1,1,0,0,2,1,1,0,0,0,2,2,1,3,1,1
11/9/2015,12,15,16,18,33,0,0,1,0,1,1,0,0,0,2,0,1,0,0,2,1,0,3,1,0,0,0,0,0,0,0,2,1,0,1,2,1,3,1,0,2,1,2,1
11/10/2015,4,9,15,20,24,1,0,1,2,0,0,1,2,1,0,2,1,1,0,1,1,1,1,0,2,1,2,0,2,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0
11/11/2015,1,11,12,16,30,1,1,2,1,3,3,0,1,1,0,1,1,2,0,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0
11/12/2015,2,7,21,23,31,0,1,1,0,0,2,2,3,0,1,0,2,1,1,0,0,0,2,0,0,2,1,1,0,1,2,0,0,0,2,1,1,0,0,0,0,0,1,2
11/13/2015,13,31,33,36,38,0,0,3,1,0,0,2,0,0,0,0,1,1,0,0,1,0,1,1,0,0,3,1,1,0,0,2,0,0,0,1,1,2,1,3,1,1,2,0
11/14/2015,17,27,31,34,37,1,0,2,0,0,0,0,1,0,0,1,0,0,1,1,0,3,3,1,0,1,1,0,1,1,1,1,0,0,1,2,0,1,3,0,0,2,0,1
11/15/2015,3,19,27,28,33,0,1,1,1,0,3,1,0,0,1,1,2,0,2,0,0,0,0,3,2,1,2,0,1,0,0,1,3,1,0,0,0,2,0,0,0,0,1,0
11/16/2015,10,11,19,27,30,0,0,1,1,1,2,0,1,0,2,2,1,1,1,1,0,0,0,2,2,0,2,0,1,0,2,1,0,2,1,0,1,0,0,0,0,0,0,2
11/17/2015,3,5,7,8,32,0,1,1,1,2,0,3,1,1,0,0,2,1,1,0,0,0,2,1,1,2,0,1,1,0,1,0,1,1,0,0,2,0,0,0,2,1,0,0
11/18/2015,8,12,19,26,29,0,0,0,0,0,0,1,2,0,2,0,1,1,1,0,0,1,1,2,0,0,0,1,0,0,1,1,0,1,1,2,0,1,2,4,1,0,0,3
11/19/2015,15,18,31,32,36,0,0,0,0,0,0,3,0,0,2,2,0,1,0,2,0,1,2,1,0,0,0,1,1,0,0,0,0,1,0,1,4,2,1,1,1,1,1,1
11/20/2015,13,16,17,22,33,1,0,1,1,0,0,0,1,1,0,2,0,1,0,0,1,4,2,0,1,1,3,0,0,0,1,1,0,2,0,1,1,1,1,1,0,0,1,0
11/21/2015,1,25,29,36,37,1,0,0,0,0,1,0,1,0,1,1,2,1,1,0,0,1,0,1,0,0,2,1,0,1,1,1,2,2,1,1,2,0,1,1,1,1,0,1
11/22/2015,3,20,23,30,34,1,0,1,0,1,1,0,3,0,0,0,1,2,1,0,2,0,1,0,1,2,1,1,0,0,0,0,1,0,3,1,0,0,2,0,0,2,0,2
11/23/2015,8,10,13,23,37,1,1,0,1,1,0,1,1,0,3,0,0,2,1,0,1,1,0,1,2,0,0,1,1,1,1,0,0,2,0,0,0,1,2,1,0,1,1,1
11/24/2015,4,5,17,32,39,2,0,0,2,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,2,1,1,1,0,0,1,0,0,0,3,1,1,2,1,0,0,1,0,2
11/25/2015,5,23,27,30,34,2,0,2,0,2,0,1,0,2,1,2,0,1,2,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,2,1,0,0,1,2,0,0,1,0
11/26/2015,16,23,24,25,37,1,0,3,0,1,0,0,1,1,1,0,1,1,1,2,1,1,0,0,2,1,2,2,1,1,2,1,0,0,0,0,1,0,0,0,0,2,0,0
11/27/2015,1,3,9,26,34,1,2,1,0,1,2,0,1,2,3,1,1,0,2,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,3,1,1,0,1,0,0
11/28/2015,14,15,27,30,34,1,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0,2,0,1,1,2,1,2,1,1,2,0,2,2,0,0,0,1,1,1,1,0,0
11/29/2015,12,20,32,38,39,0,1,1,0,2,0,1,0,0,0,1,1,0,0,0,1,1,1,1,2,0,2,0,1,0,2,0,1,1,0,2,1,0,2,1,2,0,1,1
11/30/2015,7,13,15,36,37,1,1,0,1,2,0,1,0,1,0,0,0,4,2,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,3,2,2,0,1
12/1/2015,1,13,16,17,22,1,0,1,0,0,2,1,1,0,1,0,0,1,1,0,1,1,1,1,2,0,1,1,1,1,1,1,1,2,0,1,0,2,0,0,0,1,2,0
12/2/2015,19,20,21,24,34,1,0,1,0,1,0,0,0,1,0,0,0,2,1,0,0,2,1,1,1,1,1,1,2,3,0,1,2,1,2,0,1,1,1,0,0,1,0,0
12/3/2015,10,20,25,33,38,1,1,0,1,0,0,2,0,1,1,0,0,0,2,1,1,0,0,0,1,0,0,0,1,3,2,1,1,0,1,1,1,1,0,1,1,0,2,2
12/4/2015,4,12,33,37,38,1,0,1,1,1,0,1,1,1,2,0,2,0,1,2,1,0,0,0,1,0,0,1,0,0,1,1,0,2,1,0,1,1,4,0,0,1,1,0
12/5/2015,1,19,30,38,39,2,0,0,1,0,0,0,1,1,0,0,1,2,1,0,0,1,1,2,0,0,1,0,0,1,1,0,0,1,3,2,1,3,0,0,1,0,1,2
12/6/2015,2,9,10,22,23,4,1,1,1,2,0,1,0,1,1,0,1,1,0,0,2,0,1,0,1,1,2,1,0,1,1,0,0,0,0,1,2,1,0,1,0,1,0,0
12/7/2015,5,14,19,22,29,0,0,0,0,1,1,0,1,0,0,0,2,1,1,1,0,1,0,3,0,1,2,0,1,0,0,2,1,1,0,1,1,3,3,1,0,1,0,0
12/8/2015,6,16,21,22,39,0,0,2,2,1,1,1,1,2,1,0,0,1,0,1,1,1,0,0,0,1,2,0,1,1,0,2,0,2,0,0,1,1,0,0,1,1,1,1
12/9/2015,6,19,21,22,39,1,0,1,1,1,1,1,0,0,0,0,1,0,0,3,0,0,0,1,0,1,1,1,0,1,2,1,0,1,0,2,1,1,0,2,0,1,1,3
12/10/2015,9,12,13,19,27,0,0,2,0,0,2,1,0,1,1,0,1,1,1,0,1,2,0,1,1,1,3,0,0,1,0,2,0,0,1,0,1,2,1,2,0,0,1,0
12/11/2015,2,18,23,37,39,2,1,1,2,0,0,0,0,0,1,0,1,1,0,1,0,3,1,1,1,0,1,2,1,1,0,1,0,0,2,1,0,0,1,0,1,1,0,2
12/12/2015,1,5,24,30,34,2,1,0,1,2,0,0,1,1,1,0,0,0,0,0,3,0,1,2,2,1,0,1,1,1,0,2,0,0,1,1,0,1,2,0,0,1,0,1
12/13/2015,8,13,14,25,34,0,0,0,0,1,1,1,2,1,1,0,0,1,3,2,2,0,1,0,1,0,0,1,1,1,2,1,0,0,2,1,0,1,2,0,0,1,0,0
12/14/2015,5,7,22,25,28,1,2,1,0,1,0,1,1,0,3,0,1,0,1,1,0,0,0,0,1,1,2,0,0,2,1,0,3,1,1,2,0,0,0,0,0,0,2,1
12/15/2015,15,18,19,24,31,0,0,0,0,2,1,0,1,0,1,2,0,1,0,1,1,1,2,1,2,0,1,0,3,0,0,0,1,2,0,2,1,1,0,1,2,0,0,0
12/16/2015,11,15,17,34,35,0,1,1,0,0,1,0,0,1,0,1,2,1,3,2,2,1,0,0,1,2,1,0,1,0,1,1,0,2,1,0,0,0,1,2,0,0,1,0
12/17/2015,5,9,24,29,32,0,1,2,0,3,0,0,1,1,0,2,0,0,2,0,1,1,1,2,0,0,1,1,1,0,2,1,1,2,0,1,1,1,0,1,0,0,0,0
12/18/2015,14,23,26,31,34,2,2,0,0,1,0,0,1,1,1,3,0,1,1,1,0,0,0,0,0,1,1,2,0,1,3,1,0,0,0,1,0,0,2,2,0,0,1,1
12/19/2015,3,8,12,23,37,1,2,2,0,0,2,1,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,2,0,2,0,3,2,0,0
12/20/2015,4,5,15,18,39,0,2,1,1,2,0,0,1,2,0,0,2,0,0,2,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,3,1,0,0,2,0,4
12/21/2015,2,14,15,37,38,0,1,0,1,0,2,1,2,2,0,2,1,0,1,2,1,0,0,1,0,0,1,1,0,0,0,0,2,1,1,0,0,1,1,2,0,1,1,1
12/22/2015,8,30,33,35,38,1,0,1,1,0,1,0,1,2,1,2,0,1,0,2,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,3,0,0,1,1
12/23/2015,2,12,23,32,39,0,2,0,0,3,0,2,1,1,0,0,3,0,0,0,0,2,0,1,0,1,1,1,0,0,0,0,2,2,0,0,1,2,1,0,1,0,0,3
12/24/2015,11,21,27,28,39,0,2,0,0,0,2,0,0,1,0,1,0,1,1,0,1,1,0,1,0,4,1,2,1,0,1,3,1,0,2,0,0,1,0,0,0,1,0,2
12/25/2015,5,17,18,20,25,1,2,0,1,1,1,0,0,1,0,0,1,2,1,0,1,3,3,0,2,0,0,0,0,1,0,0,0,0,2,1,1,1,2,0,1,0,1,0
12/26/2015,3,14,22,23,29,0,0,1,1,0,0,0,2,2,0,1,0,0,1,1,0,0,0,0,0,1,3,2,0,0,1,1,3,3,1,1,1,0,2,1,0,0,0,1
12/27/2015,2,4,14,36,37,0,2,0,1,1,0,1,1,1,2,1,1,2,1,0,0,1,0,1,0,0,0,1,2,0,0,1,1,1,0,0,1,0,1,0,3,2,1,0
12/28/2015,1,14,28,32,36,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,3,0,1,2,0,2,1,1,0,1,2,0,1,0,2,0,1,1,1,0,0,1
12/29/2015,9,13,18,33,34,0,0,1,0,1,0,0,0,1,2,0,0,2,2,0,1,1,2,2,0,1,0,1,1,0,0,0,0,0,0,0,0,1,4,1,2,2,1,1
12/30/2015,8,15,20,27,35,1,2,2,1,1,1,1,1,0,0,1,0,0,3,1,0,0,0,1,1,2,0,1,0,0,2,2,0,1,1,0,0,1,1,1,0,1,0,0
12/31/2015,8,10,15,33,39,0,1,1,0,0,2,1,2,2,1,1,2,0,1,2,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,3
1/1/2016,15,27,28,29,32,1,0,3,1,0,1,0,0,3,1,1,1,1,1,2,1,0,0,1,1,1,0,1,0,1,0,2,2,1,0,0,2,0,0,1,0,0,0,0
1/2/2016,3,10,20,22,35,0,2,3,0,1,1,0,0,0,1,1,0,1,1,2,0,2,1,0,2,0,3,2,0,0,2,0,0,0,0,1,0,0,1,1,0,0,0,2
1/3/2016,5,7,8,27,35,0,0,0,0,1,0,1,1,1,2,2,0,1,2,0,1,0,0,1,0,0,2,1,1,0,0,1,2,1,0,0,0,2,0,1,1,2,1,2
1/4/2016,6,13,24,31,35,1,1,1,1,1,2,1,2,1,2,0,0,1,0,0,0,0,1,0,0,1,1,2,1,1,0,0,0,0,0,2,1,0,0,1,0,3,1,1
1/5/2016,8,14,22,25,26,1,0,1,1,0,0,1,1,1,0,0,1,2,2,2,1,0,1,2,1,1,1,1,2,1,2,0,0,0,0,1,0,0,0,1,0,2,0,0
1/6/2016,2,3,18,24,33,1,3,3,0,1,0,0,2,0,1,2,2,2,0,0,0,1,3,0,0,0,0,0,2,1,0,2,0,0,0,0,2,1,0,0,0,1,0,0
1/7/2016,13,22,23,25,32,0,0,0,2,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,2,2,0,1,1,1,0,3,2,1,2,0,1,1,0,0,0,2
1/8/2016,15,16,29,33,39,0,3,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,2,1,0,0,0,1,2,0,0,0,0,3,0,1,1,1,2,1,0,1,1,1
1/9/2016,21,22,27,32,37,1,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,1,1,1,1,2,0,1,1,2,1,3,3,0,1,0,2,1,0,1,1,0
1/10/2016,3,16,20,37,39,1,2,2,0,1,0,0,0,0,0,2,0,0,2,0,1,0,0,0,2,1,1,0,1,0,1,1,1,1,0,2,1,0,2,3,0,1,0,1
1/11/2016,7,10,12,17,22,0,1,0,1,1,2,1,0,0,1,0,2,0,0,0,0,1,1,0,0,1,3,1,0,0,1,1,1,1,1,2,1,1,1,0,1,2,0,1
1/12/2016,12,30,35,36,39,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,2,0,2,1,2,1,1,2,3,2,0,1,1
1/13/2016,5,21,24,28,31,0,1,1,0,2,0,0,0,1,0,1,0,1,0,0,2,2,1,1,0,1,0,1,2,1,1,1,1,1,0,1,1,0,0,3,2,1,0,0
1/14/2016,6,16,21,28,34,0,0,0,1,1,3,1,1,0,2,0,1,0,1,2,5,0,0,0,2,1,0,0,0,1,0,0,1,1,2,0,1,0,1,0,0,1,0,1
1/15/2016,6,12,17,31,38,0,0,0,1,0,1,0,1,1,1,1,3,0,1,1,0,1,1,1,1,2,1,1,1,0,0,1,1,0,1,1,1,0,0,2,0,1,2,0
1/16/2016,4,6,12,14,39,0,0,1,2,0,1,3,1,0,0,2,3,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,2,2,0,0,2,1,1
1/17/2016,2,3,15,21,38,0,1,1,1,1,1,1,0,0,0,0,0,0,1,3,2,0,1,1,0,2,0,1,0,0,1,1,0,1,0,2,2,0,0,1,1,2,2,0
1/18/2016,7,8,21,26,29,0,0,0,1,1,1,1,1,1,0,2,1,0,0,0,1,1,0,0,0,2,0,0,2,0,2,2,0,4,1,1,1,0,0,1,0,1,2,0
1/19/2016,7,14,36,37,38,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,2,0,2,0,0,1,1,0,2,1,1,2,1,1,2,1,2,0
1/20/2016,1,7,15,28,29,4,0,0,0,1,1,1,1,0,1,1,0,0,1,2,2,0,0,2,1,1,0,0,0,1,0,0,1,3,1,0,0,1,2,0,2,0,0,0
1/21/2016,5,8,21,24,31,1,0,0,0,2,0,1,2,0,0,0,2,0,1,1,0,1,0,2,0,2,0,0,3,1,0,0,1,1,1,2,3,1,0,0,0,1,1,0
1/22/2016,10,16,17,33,39,1,0,0,0,2,0,1,0,0,1,2,3,0,0,1,1,1,0,0,2,2,2,0,0,1,1,1,0,0,1,2,0,2,0,0,1,1,0,1
1/23/2016,12,18,29,37,39,1,1,2,0,2,1,0,0,2,0,0,2,0,0,0,1,0,2,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
1/24/2016,17,20,29,30,33,3,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,3,1,0,1,1,0,1,0,2,2
1/25/2016,4,5,24,26,27,0,0,0,2,1,0,2,0,0,1,1,2,1,0,1,3,2,0,0,0,1,0,1,3,0,1,1,0,0,0,1,0,2,1,0,1,1,0,1
1/26/2016,14,15,18,20,34,0,1,1,1,0,1,1,0,0,0,1,1,0,2,1,0,1,1,1,1,0,1,2,0,0,0,0,0,2,2,1,1,0,2,0,0,0,2,3
1/27/2016,1,13,16,21,37,2,0,0,1,1,0,1,1,0,0,0,0,2,2,0,2,1,0,2,2,1,2,0,0,0,0,0,0,0,0,4,0,0,2,1,1,1,0,1
1/28/2016,1,5,29,32,36,1,0,0,1,4,0,0,0,0,2,0,0,2,0,0,0,0,1,0,2,0,1,1,0,1,0,0,0,2,0,1,3,0,1,3,1,0,0,3
1/29/2016,4,7,10,17,39,1,1,1,4,1,1,1,1,0,2,0,0,0,1,1,1,2,0,1,0,2,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2,1
1/30/2016,2,8,17,26,36,0,2,1,0,2,1,0,2,0,0,1,0,1,2,2,1,1,1,1,0,0,0,0,1,0,2,0,1,0,0,1,1,0,0,0,3,1,1,1
1/31/2016,5,6,21,26,32,1,1,0,0,2,2,2,0,1,0,0,0,0,0,0,1,2,0,2,0,1,1,1,0,2,1,0,2,1,0,0,2,0,1,0,1,1,1,1
2/1/2016,4,14,22,28,38,2,0,1,2,1,0,0,0,0,0,1,2,2,1,0,0,3,1,2,2,0,1,0,1,0,1,0,1,0,0,0,2,1,1,1,0,0,1,0
2/2/2016,10,14,27,28,30,1,0,1,1,1,0,1,0,2,2,0,0,0,3,0,1,0,0,1,0,1,0,0,2,0,0,2,1,0,1,1,1,0,1,0,2,0,1,3
2/3/2016,4,7,11,12,30,0,1,0,1,3,0,2,3,0,1,1,1,1,0,3,0,0,0,0,0,0,0,1,1,2,2,1,0,1,1,1,0,0,0,2,1,0,0,0
2/4/2016,8,17,18,37,39,1,1,0,0,0,1,1,3,0,0,0,1,1,0,0,0,1,1,1,0,1,0,2,2,1,0,0,1,1,1,1,0,1,0,2,0,3,0,2
2/5/2016,3,11,17,22,31,0,1,2,1,1,0,0,1,2,0,1,0,0,0,0,1,2,3,1,0,1,2,1,0,1,2,1,1,1,0,1,1,0,0,0,0,0,1,1
2/6/2016,9,25,28,38,39,1,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,2,0,2,0,0,0,1,0,1,1,2,2,0,1,2,0,1,1,2,0,1,2,3
